code,description,label
6C42.Z,"Trastornos debidos al uso de canabinoides sintéticos, sin especificación","6C42.Z - Trastornos debidos al uso de canabinoides sintéticos, sin especificación"
6C43,Trastornos debidos al uso de opioides,6C43 - Trastornos debidos al uso de opioides
6C43.0,Episodio de uso nocivo de opioides,6C43.0 - Episodio de uso nocivo de opioides
6C43.1,Patrón nocivo de uso de opioides,6C43.1 - Patrón nocivo de uso de opioides
6C43.10,"Patrón nocivo de uso de opioides, episódico","6C43.10 - Patrón nocivo de uso de opioides, episódico"
6C43.11,"Patrón nocivo de uso de opioides, continuo","6C43.11 - Patrón nocivo de uso de opioides, continuo"
6C43.1Z,"Patrón nocivo de uso de opioides, sin especificación","6C43.1Z - Patrón nocivo de uso de opioides, sin especificación"
6C43.2,Dependencia de los opioides,6C43.2 - Dependencia de los opioides
6C43.20,"Dependencia de los opioides, uso actual","6C43.20 - Dependencia de los opioides, uso actual"
6C43.21,"Dependencia de los opioides, remisión completa temprana","6C43.21 - Dependencia de los opioides, remisión completa temprana"
6C43.22,"Dependencia de los opioides, remisión parcial prolongada","6C43.22 - Dependencia de los opioides, remisión parcial prolongada"
6C43.23,"Dependencia de los opioides, remisión completa prolongada","6C43.23 - Dependencia de los opioides, remisión completa prolongada"
6C43.2Z,"Dependencia de los opioides, sin especificación","6C43.2Z - Dependencia de los opioides, sin especificación"
6C43.3,Intoxicación por opioides,6C43.3 - Intoxicación por opioides
6C43.4,Síndrome de abstinencia de los opioides,6C43.4 - Síndrome de abstinencia de los opioides
6C43.5,Delirium inducido por el uso de opioides,6C43.5 - Delirium inducido por el uso de opioides
6C43.6,Trastorno psicótico inducido por el uso de opioides,6C43.6 - Trastorno psicótico inducido por el uso de opioides
6C43.7,Ciertos trastornos mentales o del comportamiento inducidos por opioides especificados,6C43.7 - Ciertos trastornos mentales o del comportamiento inducidos por opioides especificados
6C43.70,Trastorno del estado de ánimo inducido por opioides,6C43.70 - Trastorno del estado de ánimo inducido por opioides
6C43.71,Trastorno de ansiedad inducido por opioides,6C43.71 - Trastorno de ansiedad inducido por opioides
6C43.Y,Otros trastornos especificados debidos al uso de opioides,6C43.Y - Otros trastornos especificados debidos al uso de opioides
6C43.Z,"Trastornos debidos al uso de opioides, sin especificación","6C43.Z - Trastornos debidos al uso de opioides, sin especificación"
6C44,"Trastornos debidos al uso de sedantes, hipnóticos o ansiolíticos","6C44 - Trastornos debidos al uso de sedantes, hipnóticos o ansiolíticos"
6C44.0,"Episodio de uso nocivo de sedantes, hipnóticos o ansiolíticos","6C44.0 - Episodio de uso nocivo de sedantes, hipnóticos o ansiolíticos"
6C44.1,"Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos","6C44.1 - Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos"
6C44.10,"Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos, episódico","6C44.10 - Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos, episódico"
6C44.11,"Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos, continuo","6C44.11 - Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos, continuo"
6C44.1Z,"Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos, sin especificación","6C44.1Z - Patrón nocivo de uso de sedantes, hipnóticos o ansiolíticos, sin especificación"
6C44.2,"Dependencia de los sedantes, hipnóticos o ansiolíticos","6C44.2 - Dependencia de los sedantes, hipnóticos o ansiolíticos"
6C44.20,"Dependencia de los sedantes, hipnóticos o ansiolíticos, uso actual","6C44.20 - Dependencia de los sedantes, hipnóticos o ansiolíticos, uso actual"
6C44.21,"Dependencia de los sedantes, hipnóticos o ansiolíticos, remisión temprana completa","6C44.21 - Dependencia de los sedantes, hipnóticos o ansiolíticos, remisión temprana completa"
6C44.22,"Dependencia de los sedantes, hipnóticos o ansiolíticos, remisión sostenida parcial","6C44.22 - Dependencia de los sedantes, hipnóticos o ansiolíticos, remisión sostenida parcial"
6C44.23,"Dependencia de los sedantes, hipnóticos o ansiolíticos, remisión completa prolongada","6C44.23 - Dependencia de los sedantes, hipnóticos o ansiolíticos, remisión completa prolongada"
6C44.2Z,"Dependencia de los sedantes, hipnóticos o ansiolíticos, sin especificación","6C44.2Z - Dependencia de los sedantes, hipnóticos o ansiolíticos, sin especificación"
6C44.3,"Intoxicación por sedantes, hipnóticos o ansiolíticos","6C44.3 - Intoxicación por sedantes, hipnóticos o ansiolíticos"
6C44.4,"Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos","6C44.4 - Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos"
6C44.40,"Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, sin complicaciones","6C44.40 - Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, sin complicaciones"
6C44.41,"Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, con alteraciones de la percepción","6C44.41 - Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, con alteraciones de la percepción"
6C44.42,"Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, con convulsiones","6C44.42 - Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, con convulsiones"
6C44.43,"Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, con alteraciones de la percepción y convulsiones","6C44.43 - Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, con alteraciones de la percepción y convulsiones"
6C44.4Z,"Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, sin especificación","6C44.4Z - Síndrome de abstinencia de sedantes, hipnóticos o ansiolíticos, sin especificación"
6C44.5,"Delirium inducido por sedantes, hipnóticos o ansiolíticos","6C44.5 - Delirium inducido por sedantes, hipnóticos o ansiolíticos"
6C44.6,"Trastorno psicótico inducido por sedantes, hipnóticos o ansiolíticos","6C44.6 - Trastorno psicótico inducido por sedantes, hipnóticos o ansiolíticos"
6C44.7,"Ciertos trastornos mentales o del comportamiento inducidos por sedantes, hipnóticos o ansiolíticos","6C44.7 - Ciertos trastornos mentales o del comportamiento inducidos por sedantes, hipnóticos o ansiolíticos"
6C44.70,"Trastorno del estado del ánimo inducido por sedantes, hipnóticos o ansiolíticos","6C44.70 - Trastorno del estado del ánimo inducido por sedantes, hipnóticos o ansiolíticos"
6C44.71,"Trastorno de ansiedad inducido por sedantes, hipnóticos o ansiolíticos","6C44.71 - Trastorno de ansiedad inducido por sedantes, hipnóticos o ansiolíticos"
6C44.Y,"Otros trastornos especificados debidos al uso de sedantes, hipnóticos o ansiolíticos","6C44.Y - Otros trastornos especificados debidos al uso de sedantes, hipnóticos o ansiolíticos"
6C44.Z,"Trastornos debidos al uso de sedantes, hipnóticos o ansiolíticos, sin especificación","6C44.Z - Trastornos debidos al uso de sedantes, hipnóticos o ansiolíticos, sin especificación"
6C45,Trastornos debidos al uso de cocaína,6C45 - Trastornos debidos al uso de cocaína
6C45.0,Episodio de uso nocivo de cocaína,6C45.0 - Episodio de uso nocivo de cocaína
6C45.1,Patrón nocivo de uso de cocaína,6C45.1 - Patrón nocivo de uso de cocaína
6C45.10,"Patrón nocivo de uso de cocaína, episódico","6C45.10 - Patrón nocivo de uso de cocaína, episódico"
6C45.11,"Patrón nocivo de uso de cocaína, continuo","6C45.11 - Patrón nocivo de uso de cocaína, continuo"
6C45.1Z,"Patrón nocivo de uso de cocaína, sin especificación","6C45.1Z - Patrón nocivo de uso de cocaína, sin especificación"
6C45.2,Dependencia de la cocaína,6C45.2 - Dependencia de la cocaína
6C45.20,"Dependencia de la cocaína, uso actual","6C45.20 - Dependencia de la cocaína, uso actual"
6C45.21,"Dependencia de la cocaína, remisión completa temprana","6C45.21 - Dependencia de la cocaína, remisión completa temprana"
6C45.22,"Dependencia de la cocaína, remisión parcial prolongada","6C45.22 - Dependencia de la cocaína, remisión parcial prolongada"
6C45.23,"Dependencia de la cocaína, remisión completa prolongada","6C45.23 - Dependencia de la cocaína, remisión completa prolongada"
6C45.2Z,"Dependencia de cocaína, sin especificación","6C45.2Z - Dependencia de cocaína, sin especificación"
6C45.3,Intoxicación por cocaína,6C45.3 - Intoxicación por cocaína
6C45.4,Síndrome de abstinencia de la cocaína,6C45.4 - Síndrome de abstinencia de la cocaína
6C45.5,Delirium inducido por cocaína,6C45.5 - Delirium inducido por cocaína
6C45.6,Trastorno psicótico inducido por cocaína,6C45.6 - Trastorno psicótico inducido por cocaína
6C45.60,"Trastorno psicótico inducido por cocaína, con alucinaciones","6C45.60 - Trastorno psicótico inducido por cocaína, con alucinaciones"
6C45.61,"Trastorno psicótico inducido por cocaína, con delirios","6C45.61 - Trastorno psicótico inducido por cocaína, con delirios"
6C45.62,"Trastorno psicótico inducido por cocaína, con síntomas psicóticos mixtos","6C45.62 - Trastorno psicótico inducido por cocaína, con síntomas psicóticos mixtos"
6C45.6Z,"Trastorno psicótico inducido por cocaína, sin especificación","6C45.6Z - Trastorno psicótico inducido por cocaína, sin especificación"
6C45.7,Ciertos trastornos mentales o del comportamiento especificados inducidos por cocaína,6C45.7 - Ciertos trastornos mentales o del comportamiento especificados inducidos por cocaína
6C45.70,Trastorno del estado del ánimo inducido por cocaína,6C45.70 - Trastorno del estado del ánimo inducido por cocaína
6C45.71,Trastorno de ansiedad inducido por cocaína,6C45.71 - Trastorno de ansiedad inducido por cocaína
6C45.72,Trastorno obsesivo-compulsivo u otro trastorno relacionado inducido por cocaína,6C45.72 - Trastorno obsesivo-compulsivo u otro trastorno relacionado inducido por cocaína
6C45.73,Trastorno del control de los impulsos inducido por cocaína,6C45.73 - Trastorno del control de los impulsos inducido por cocaína
6C45.Y,Otros trastornos especificados debidos al uso de cocaína,6C45.Y - Otros trastornos especificados debidos al uso de cocaína
6C45.Z,"Trastornos debidos al uso de cocaína, sin especificación","6C45.Z - Trastornos debidos al uso de cocaína, sin especificación"
6C46,"Trastornos debidos al uso de estimulantes incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46 - Trastornos debidos al uso de estimulantes incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.0,"Episodio de uso nocivo de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.0 - Episodio de uso nocivo de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.1,"Patrón nocivo de uso de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.1 - Patrón nocivo de uso de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.10,"Patrón nocivo de uso de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, episódico","6C46.10 - Patrón nocivo de uso de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, episódico"
6C46.11,"Patrón nocivo de uso de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, continuo","6C46.11 - Patrón nocivo de uso de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, continuo"
6C46.1Z,"Patrón nocivo de uso de estimulantes como anfetaminas, metanfetaminas o metcatinona, sin especificación","6C46.1Z - Patrón nocivo de uso de estimulantes como anfetaminas, metanfetaminas o metcatinona, sin especificación"
6C46.2,"Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.2 - Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.20,"Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, consumo actual","6C46.20 - Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, consumo actual"
6C46.21,"Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, remisión completa temprana","6C46.21 - Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, remisión completa temprana"
6C46.22,"Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, remisión parcial prolongada","6C46.22 - Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, remisión parcial prolongada"
6C46.23,"Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, remisión completa prolongada","6C46.23 - Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, remisión completa prolongada"
6C46.2Z,"Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, sin especificación","6C46.2Z - Dependencia de los estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, sin especificación"
6C46.3,"Intoxicación por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.3 - Intoxicación por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.4,"Síndrome de abstinencia de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.4 - Síndrome de abstinencia de estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.5,"Delirium inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.5 - Delirium inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.6,"Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.6 - Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.60,"Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, con alucinaciones","6C46.60 - Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, con alucinaciones"
6C46.61,"Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, con delirios","6C46.61 - Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, con delirios"
6C46.62,"Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, aunque sin incluir la cafeína o la cocaína, con síntomas psicóticos mixtos","6C46.62 - Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, aunque sin incluir la cafeína o la cocaína, con síntomas psicóticos mixtos"
6C46.6Z,"Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, sin especificación","6C46.6Z - Trastorno psicótico inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona, sin especificación"
6C46.7,"Ciertos trastornos mentales o del comportamiento especificados inducidos por estimulantes que incluyen anfetaminas, metanfetamina o metcatinona","6C46.7 - Ciertos trastornos mentales o del comportamiento especificados inducidos por estimulantes que incluyen anfetaminas, metanfetamina o metcatinona"
6C46.70,"Trastorno del estado de ánimo inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.70 - Trastorno del estado de ánimo inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
6C46.71,"Trastorno de ansiedad inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","6C46.71 - Trastorno de ansiedad inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona"
